english,polish,polish_alternatives
gosling,gąsiątko,
gossamer,zwiewny,
gourd,dynia,
govern,rządzić,kierować|kontrolować
governess,guwernantka,
governor,rządca,"zarządca
 3.  dyrektor"
govt,rząd,rządowy
grab,chwytać,"for sth 
 - sięgać"
graceful,wdzięczny,
gradient,nachylenie,
gradual,stopniowy,
graduation,zakończenie,"zakończenie
 2.  promocja"
graffiti,ścianach,
grain,iść wbrew naturze,
grammatical,gramatyczny,
gran,babcia,
grandad,dziadek,
granddad,dziadek,
granddaughter,wnuczka,
grandeur,wielkość,"świetność
 2.  dostojeństwo"
grandfather,stojący,
grandiose,pompatyczny,
grandma,babcia,
grandmother,babcia,
grandpa,dziadziuś,
grandstand,główna,
grannie,babciunia,
granny,babciunia,
grant,zakładając,że
granulated,granulowany,
graphic,graficzny,plastyczny
grapple,zmagać,
grasp,i.    chwytać,
grasping,zachłanny,
grass,doły,doły partyjne
grasshopper,konik,
grassland,pastwisko,łąka
grateful,wdzięczny,
grater,tarka,
grating,zgrzytający,
gratitude,wdzięczność,
gratuitous,bezpłatny,
gravel,żwir,
gravestone,nagrobek,
gravitate,grawitować,
gravity,ciężkość,"siła ciężkości
 2.  powaga"
gray,siwieć,
greasy,tłusty,zatłuszczony
greedy,łapczywy,
greenery,roślinność,zieleń
greenhouse,szklarnia,
grey,siwieć,
grid,"sieć
 2.  siatka geograficzna",
grill,męczyć kogoś,
grimy,brudny,
grin,przyjmować za dobrą monetę,
grind,i.  grind up  mielić,
grinder,młynek,
gripe,labiedzić,marudzić
grisly,przerażający,
gristle,chrząstka,
grocer,spożywczego,
groggy,odurzony,oszołomiony
groundless,bezpodstawny,
groundsheet,płachta,
grouse,i.    głuszec,
grovel,płaszczyć,"czołgać się|poniżać się
 2.  pełzać"
grow,nie bądź dzieckiem!'',"zapuszczać
 4.  stawać się"
grown,dorosły,
grownup,dorosły,
grubby,brudny,
grudge,skąpić,
grudging,niechętny,
grueling,wyczerpujący,wykańczający
gruelling,wyczerpujący,wykańczający
gruesome,makabryczny,
grumble,narzekać,"utyskiwać 
ii.    narzekanie"
grumpy,marudzący,wściekły
grunt,burczenie,chrząkanie
guarantee,zapewnienie,zaręczać|że
guard,"warta
 5.  osłona",
guarded,ostrożny,powściągliwy
guardian,strażnik,
guess,i.   1.  przypuszczać,
guesswork,domysł,
guffaw,i.    ryk śmiechu,ryczeć
guide,kierować,"przewodnik
 2.  doraźna pomoc"
guidebook,przewodnik,
guile,chytrość,przebiegłość
guileful,przebiegły,
guileless,prostolinijny,
guillotine,gilotynować,
guiltless,winy,
guinea,świnka,
gullet,przełyk,
gullible,łatwowierny,
gully,parów,
gulp,przełykać szybko,
gumption,chłopski,smykałka
gun,działo,zastrzelić
gunboat,kanonierka,
gunfire,obstrzał,ogień
gunshot,wystrzał,
gurgle,paplać,
gush,"i.    tryskać
ii.    wytrysk","potok
iii.    rozpływać się"
gust,napływ,"poryw
 2.  przypływ"
guttural,gardłowy,
guzzle,pochłaniać,
gymnastic,gimnastyczny,
gymnastics,gimnastyka,
gynaecological,ginekologiczny,
gynaecology,ginekologia,
gynecological,ginekologiczny,
gynecology,ginekologia,
gyrate,obracać,wirować
habit,przyzwyczajenie,
habitable,zdatny,
habitat,siedlisko,
habitual,zwyczajowy,"nałogowy|zwykły
 2.  zatwardziały"
hackneyed,wyświechtany,
hacksaw,piła,
haddock,łupacz,łupacz ryba
haemophilia,hemofilia,
haemophiliac,hemofilię,
haemorrhage,dostawać,dostawać krwotoku
hag,jędza,
haggard,wymęczony,wynędzniały
haggle,targować,targować się
hail,"przyzywać
 2.  wysławiać",
hailstone,kulka,
hailstorm,gradowa,
haircut,strzyżenie,
hairdrier,suszarka do włosów,
hairdryer,suszarka do włosów,
hairless,nieowłosiony,
hairline,włos,
hairnet,siatka,
hairpin,spinka,
hairrising,jeżący włosy,
hairy,włochaty,
half,ze zniżką 50,
halfhearted,zapału,połowiczny
halfpenny,półpensówka,
hall,przedpokój,sala zebrań
hallowed,czcigodny,uświęcony
halloween,przeddzień wszystkich świętych,
hallucinate,mieć halucynacje,
hallway,przedpokój,
halt,zatrzymywać,
halting,pełen,wahający się
halve,przepoławiać,
hamlet,sioło,
hamper,ograniczać,
hamster,chomik,
hamstring,ścięgno,
handbag,torebka,
handbook,podręcznik,
handbrake,ręczny,
handcart,wózek,wózek ręczny
handclap,wygwizdywanie,
handcuff,zakuwać,
handicap,upośledzać,stawiać w trudnym położeniu
handicraft,rzemiosło,
handiwork,dzieło,dzieło własnych rąk
handkerchief,chusteczka,
handmade,ręcznie,
handout,ulotka,
handshake,uścisk,
handwriting,odręczne,
handwritten,ręcznie,
handy,poręczny,
handyman,złota rączka,
hangover,kociokwik,przeżytek
hank,kłąb,zwój
hanker,pragnąć,
hanky,chusteczka,
haphazard,chaotyczny,
happen,zdarzać,tak się złożyło
happening,zdarzenie,
harangue,"perora
ii.    przekonywać",
harass,nękać,prześladować
harassment,prześladowanie,znęcanie się
harbor,i.    przystań,
harbour,i.    przystań,
hardandfast,bezwzględny,ścisły
hardback,książka,
hardboard,płyta,
hardboiled,gotowany,
harden,robić,
hardheaded,trzeźwy,
hardhearted,nieczuły,
hardpressed,znękany,
hardship,ciężar,
hardup,pieniędzy,
hardwearing,trwały,
hardy,wytrwały,"wytrzymały
 2.  mrozoodporny"
harebrained,głupi,
harm,nie ma nic złego,
harmonica,harmonijka,
harmonise,harmonizować,
harmonize,harmonizować,
harp,skarżyć się,
harrowing,przygnębiający,
harvest,zbierać,"zbiór
iii.    zbierać plony"
hasbeen,zapomniana sława,
hassle,dręczyć,
hasty,pośpieszny,
hatch,"właz
 2.  wewnętrzne okno",
hate,że panu przeszkadzam,
hateful,nienawistny,
hatred,nienawiść,
haughty,wyniosły,
haunch,pośladek,
haunting,urzekający,
haven,przystań,
havoc,niszczyć,pustoszyć
hawthorn,głóg,
haystack,stóg,
hazard,niebezpieczeństwo,ryzykować
hazardous,niebezpieczny,
haze,mgiełka,
hazelnut,laskowy,
hbomb,wodorowa,
head,główkować,wbijać komuś do głowy
headdress,przybranie,
headfirst,głową,na głowę
headgear,nakrycie,
heading,nagłówek,tytuł
headlamp,światło przednie,
headlight,światło przednie,
headmaster,dyrektor szkoły,
headmistress,dyrektorka,dyrektorka szkoły
headon,czołowy,bezpośredni
headphones,słuchawki,słuchawki na uszy
headroom,wysokość,dopuszczalna wysokość pojazdu
headstone,płyta,
headwind,czołowy,
heady,ekscytujący,
heal,goić,leczyć
health,powodzenie,
hearing,słuchowy,"rozpatrzyć
ii.  hearing aid"
hearsay,pogłoski,
heart,wziąć coś do serca,
heartbeat,bicie,
heartbreak,smutek,
heartbreaking,rozdzierający,
hearten,dodawać,pokrzepiać
heartfelt,głęboki,
heartrending,rozdzierający,
hearty,serdeczny,
heat,ciepło,podgrzewać
heated,podekscytowany,
heave,ciągnąć,dźwigać się|pociągnięcie
heavenly,niebiański,
heavy,używać,
heavyduty,o dużej wytrzymałości,
heavyhanded,o ciężkiej ręce,
heavyweight,ciężkiej,zawodnik wagi ciężkiej
heckle,przeszkadzać,
hectic,gorączkowy,rozgorączkowany
hedge,asekurować,
hedgehog,jeż,
hedgerow,żywopłot,
heed,mieć,"słuchać
 2.  take"
heedless,zważający,nieuważny
heel,następować szybko po czymś,
heifer,jałówka,
heighten,wzmagać,wzmagać się
heiress,dziedziczka,
heirloom,pamiątka,
helmsman,sternik,
helper,pomocnik,
helpful,pomocny,
helpless,bezradny,
hem,czymś,
hemisphere,półkula,
hemophilia,haemophilia,
hemophiliac,hemofilię,
hemorrhage,dostawać,dostawać krwotoku
henceforth,odtąd,
heraldry,heraldyka,
herb,"zioło
ii.    ziołowy",
here,za twoje małżeństwo'',
hereditary,dziedziczny,
heredity,dziedziczenie,dziedziczność
hermit,pustelnik,
heroine,bohaterka,
herring,śledź,
hesitant,niepewny,wahający się
hesitation,zawahanie,
het up,podniecać,
heterogenous,heterogeniczny,różnorodny
heterosexual,heteroseksualny,
hew,ciosać,kuć|łamać
hexagon,sześciokąt,
heyday,pełnia,
hibernate,zapadać,
hide,chować,"ukrywać|zakrywać
ii.    skóra"
hierarchy,hierarchia,władze
high,coś,o wysokości
highbrow,intelektualny,
highhanded,arbitralny,
highlands,góry,pogórze
highlight,uwypuklać,"uwydatniać
ii.    najważniejszy punkt"
highlystrung,napięty,
highness,wysokość,
highpitched,przeraźliwy,
highpowered,potężny,
highspirited,ożywiony,pełen energii|żywy
highway,główna,
hijack,porywać,
hike,"i.    wycieczka
ii.    wędrować",
hilarious,rozśmieszający,
hilarity,wesołość,
hill,wzgórze,
hilltop,szczyt wzgórza,
hilly,pagórkowaty,
hinder,wstrzymywać,
hindsight,doświadczenie,
hindu,hinduistyczny,
historic,historyczny,przełomowy
historical,historyczny,
histrionic,teatralny,
hitandrun,którego sprawca zbiegł,
hitchhike,jechać autostopem,jechać stopem
hm,wysokość,jej wysokość
hms,okręt,okręt jej królewskiej mości
hoard,"i.    gromadzić
ii.    zasób",
hoarding,reklamowa,
hoarse,ochrypły,
hoary,zamierzchły,
hoax,fałszywy,
hobble,pętać,"utykać
 2.  krępować"
hobby,konik,
hobo,włóczęga,
hock,białe,
hoe,"i.    motyka
ii.    okopywać",
hoist,podnośnik,
holder,opakowanie,właściciel
holdup,bronią,
hole,skrywać się,
holiness,świątobliwość,
holland,holandia,
holler,ryczeć,
hollow,zapadnięty,
holy,święty,
homecoming,powrót,powrót do domu|powrót ojczyzny
homeless,bezdomny,
homely,zwykły,
homemade,domowy,
homesick,stęskniony,stęskniony za ojczyzną
homesickness,nostalgia,
homework,domowa,
homogeneity,homogeniczność,jednorodność
homogeneous,homogeniczny,
homosexual,homoseksualny,
homosexuality,homoseksualizm,
hone,ostrzyć,
honestly,naprawdę,
honesty,szczerość,uczciwość
honey,kochanie,
honeymoon,miesiąc,
honk,trąbić,
honor,proszę sądu,"uznawać
 2.  uhonorowywać|wyróżnienie
ii.   1.  honorować"
honorary,honorowy,
honour,proszę sądu,"uznawać
 2.  uhonorowywać|wyróżnienie
ii.   1.  honorować"
hoodwink,mydlić,mydlić oczy
hooker,dziwka,
hookup,połączenie,łącze
hoop,obręcz,
hoot,dawać,
hooter,sygnał,sygnał dźwiękowy
hoover,odkurzać,
hop,"wskakiwać
ii.   1.  skok",
hope,i.    spodziewać się,oczekiwać
hopeful,pełen,"dobrze się zapowiadający|optymistyczny
 2.  obiecujący"
hopefully,że,
horizontal,horyzontalny,
hormonal,hormonalny,
horn,sygnał,
hornet,szerszeń,
horny,rogowy,"z rogu
 2.  stwardniały|zrogowaciały"
horrendous,horrendalny,
horrible,okropny,
horrid,okropny,
horrific,przerażający,
horrify,przerażać,
horror,przerażenie,
horse,wyścigi konne,
horseman,jeździec,
horsepower,koń,
horseshoe,podkowa,
hose,polewać wężem,"przewód
ii.    skrapiać|zlać|zmyć"
hosiery,pończosznicze,
hospitable,gościnny,
hospitalise,hospitalizować,
hospitality,gościnność,
hospitalize,hospitalizować,
hostel,wycieczkowy,
hostility,wrogie posunięcia,
hotbed,rozsadnik,
hotelier,właściciel hotelu,
hothouse,cieplarnia,
hotly,gorąco,
hound,prześladować,
hourly,godzinowy,
houseboat,łódź,
housebreaking,włamanie,
household,domowy,obiegowy
householder,główny,
housekeeper,gosposia,
housekeeping,pieniądze,
housewife,domowa,
housework,domowe,utrzymanie domu w porządku
housing,mieszkaniowy,
hovel,chałupa,
hp,koń,
hq,główna,
hrh,królewska,jej królewska wysokość
hubbub,zgiełk,
hubcap,kołpak,kołpak koła
huddle,skupiać,"tulić się
ii.    kupa"
hug,i.    ściskać,"przyciskać
ii.    uścisk"
hulk,bryła,
hulking,niezgrabny,
hull,kadłub,
hum,brzęczenie,"szumieć|brzęczeć
 2.  melodię nucić|mruczeć|nucić"
human,człowiek,
humanism,humanizm,
humble,skromny,
humid,wilgotny,
humidity,wilgoć,
humiliate,poniżać,
humiliation,poniżenie,
humility,skromność,
humor,ugłaskać,
humorous,humorystyczny,
humour,ugłaskać,
hump,targać,
hungarian,"i.    węgierski
ii.    węgier",
hungary,węgry,
hungry,głodny,złakniony
hunt,upolować,
hunter,myśliwy,
hurried,pośpieszny,
hurtful,bolesny,
hurtle,gnać,pędzić
husband,mąż,
hush,uciszać,
husk,łupina,
hustle,popychać,"przepychać
ii.    bieganina"
hybrid,mieszany,
hydrogen,wodór,
hymn,religijny,
hypermarket,towarowy,
hypnotic,hipnotyczny,
hypnotize,hipnotyzować,
hypocrisy,obłuda,
hypocrite,obłudnik,
hypocritical,obłudny,
hypodermic,podskórny,
hypothetical,hipotetyczny,
hysteria,histeria,
hysterical,histeryczny,
ib,"ibidem
  tamże",
ibidem,"ibidem
  tamże",
icbm,międzykontynentalny,
icebox,lodówka,
iceland,islandia,
icy,oblodzony,
idealise,idealizować,
idealize,idealizować,
identity,dowód tożsamości,
ideological,ideologiczny,
ideology,ideologia,
idiomatic,idiomatyczny,
idiosyncrasy,osobliwość,
idiosyncratic,jedyny,
idiotic,idiotyczny,kretyński
idler,próżniak,
idol,bożek,
idolatry,bałwochwalstwo,
idolise,ubóstwiać,
idolize,ubóstwiać,
ignite,zapalać,zapalać się
ignition,zapłon,
ignoble,niegodny,
ignominious,haniebny,
ignorance,nieświadomość,
ignorant,nieświadomy,
ignore,ignorować,pomijać
illegal,nielegalny,bezprawny
illegible,nieczytelny,
illegitimate,nieślubny,bezprawny
illfated,dramatyczny,niepomyślny
illicit,nielegalny,
illiterate,niepiśmienny,
illogical,nielogiczny,
illtreat,maltretować,znęcać się
illuminate,oświetlać,rozjaśniać
illusion,złudzenie,
illusory,iluzoryczny,złudny
illustrate,ilustrować,unaoczniać|obrazować
illustration,zobrazowanie,
illustrative,poglądowy,
illwill,wrogość,
ilo,międzynarodowa,
image,odbiór,
imagery,obrazowanie,
imaginable,wyobrażalny,
imaginary,wyimaginowany,
imagination,wyobraźnia,
imaginative,pełen,
imagine,wyobrażać,
imbalance,nierównowaga,
imbecile,imbecylny,
imbue,nasycać,przesycać
imf,międzynarodowy,
imitate,imitować,naśladować
imitative,naśladowczy,
imitator,naśladowca,
immaculate,nieskazitelny,bezbłędny
immaterial,znaczenia,
immature,niedojrzały,
immeasurable,bezmierny,
immediacy,bezpośredniość,naoczność
immediately,bezpośrednio,
immense,gigantyczny,
immerse,zanurzać,zanurzać się
immersion,grzałka,grzałka do wody
imminent,nadciągający,
immobile,nieruchomy,
immobilise,unieruchamiać,krępować
immobilize,unieruchamiać,krępować
immodest,nieskromny,
immoral,niemoralny,
immortal,nieśmiertelny,
immortalise,uwieczniać,
immortalize,uwieczniać,
immovable,nieprzenośny,nieugięty
immune,odporny,
immunise,uodparniać,uodparniać się
immunity,nietykalność,
immunize,uodparniać,uodparniać się
immutable,niezmienny,
imp,chochlik,
impact,wrażenie,
impair,nadwerężać,osłabiać
impale,nabijać,nasadzać
impartial,obiektywny,
impassable,przebycia,
impassioned,roznamiętniony,
impassive,obojętny,
impatience,cierpliwości,niecierpliwość
impeccable,doskonały,
impede,hamować,zakłócać
impediment,czynnik,zakłócający
impending,nadciągający,
impenetrable,nieprzenikniony,niedostępny
imperceptible,niedostrzegalny,
imperfect,niedokonany,
imperfection,niedoskonałość,
imperialism,imperializm,
imperialist,imperialistyczny,
imperil,zagrażać,
imperious,władczy,
impersonal,bezosobowy,nieosobowy
impersonate,imitować,
imperturbable,niewzruszony,
impervious,niepodatny,nieprzesiąkliwy
impinge,oddziaływać,wdzierać się
implacable,nieprzejednany,nieubłagany
implant,wszczepiać,"przeszczepiać   
ii.    przeszczep"
implausible,niewiarygodny,
implement,urzeczywistniać,"przeprowadzać
ii.    narzędzie"
implementation,przeprowadzenie,wdrożenie
implicate,wplątywać,wmieszać (in - w
implicit,implicytny,"bez zastrzeżeń|sugerujący
 2.  absolutny"
implore,błagać,ubłagiwać
imply,pociągać,
impolite,niegrzeczny,
impolitic,niedyplomatyczny,
imponderable,dający,
importance,ważność,znaczenie
important,ważny,znaczący
imposing,imponujący,
imposition,narzucenie,"narzucanie się
 2.  nałożenie"
impossible,niemożliwy,beznadziejny
impound,konfiskować,rekwirować|zajmować
impoverish,zubażać,
impracticable,niewykonalny,
impractical,niepraktyczny,
imprecise,niedokładny,
impregnate,impregnować,
impression,że,
impressionable,łatwo,
impressive,robiący,
imprison,uwięzić,
imprisonment,uwięzienie,więzienie
improbable,nieprawdopodobny,
impromptu,improwizowany,
improper,niewłaściwy,
improve,poprawiać,polepszać się
improvement,polepszenie,
improvise,improwizować,
imprudent,nierozważny,
impudence,bezczelność,
impudent,bezczelny,
impulsive,impulsywny,żywiołowy
impurity,zanieczyszczenie,
in as much,jako że,
inability,niemożność,
inaccessible,niedostępny,
inaccuracy,niedokładność,nieścisłość
inaccurate,niedokładny,nieścisły
inaction,bezczynność,
inactive,bezczynny,
inadequate,niewystarczający,
inadvertent,niechcący,
inadvertently,niechcący,
inadvisable,nierozsądny,
inalienable,niezbywalny,
inane,bezmyślny,niemądry
inanimate,nieżywotny,
inarticulate,nieartykułowany,
inasmuch as,jako że,
inattentive,nieuważny,
inaudible,niesłyszalny,
inaugural,inauguracyjny,
inaugurate,wprowadzać,
inauguration,wprowadzenie,
inborn,wrodzony,
inbred,zakorzeniony,blisko
inbuilt,wbudowany,
inc,osobowości,
incalculable,nieobliczalny,
incapable,niezdatny,
incapacitate,obezwładniać,uniemożliwiać
incapacity,niezdolność,
incarcerate,uwięzić,
incarnation,wcielenie,
incautious,nieostrożny,
incendiary,zapalający,
incessant,nieustanny,
inch,posuwać,
incidence,zasięg,zasięg występowania
incidental,uboczny,towarzyszący
incidentally,tak w ogóle,
incinerator,spalania,
incision,nacięcie,
incisive,cięty,
incite,pobudzać,podżegać
inclination,skłonność,
inclined,skłonny,nachylony|opadający
include,zawierać,włączać
included,włączając,
including,włączając,włącznie
inclusion,włączenie,
inclusive,włącznie,globalny|ryczałtowy
incoherent,niespójny,
income,dochód,
incoming,następujący,przypływ
incomparable,niezrównany,
incompatible,niezgodny,niekompatybilny
incompetent,niesprawny,
incomplete,niekompletny,niepełny
incomprehensible,niepojęty,
incomprehension,niepojmowanie,
inconceivable,niewyobrażalny,
inconclusive,rozstrzygnięty,"niezakończony
 2.  nie rozstrzygający"
incongruity,niedopasowanie,niedostosowanie się
incongruous,pasujący,wyróżniający się
inconsequential,znaczenia,
inconsiderable,niepokaźny,
inconsiderate,względów,
inconsistency,niezgodność,niespójność
inconsistent,niespójny,niezgodny
inconspicuous,niezauważalny,
inconvenience,niedogodność,
inconvenient,niedogodny,
incorporate,wcielać,"włączać   
 2.  posiadać"
incorporated,osobowości,
incorrect,niepoprawny,niewłaściwy
incorrigible,niepoprawny,
incorruptible,nieprzekupny,
increase,"increase
i.    wzrastać","zwiększać
ii.    wzrost|zwiększać się"
incredible,niewiarygodny,"niebywały
 2.  nieprawdopodobny"
incredulous,niedowierzający,
increment,dodatek,dodatek płacowy
incriminate,inkryminować,obciążać
incubate,inkubować,
incur,zaciągać,"robić
 2.  narażać się"
incurable,nieuleczalny,niepoprawny
incursion,wtargnięcie,
indecency,nieprzyzwoitość,
indecent,niegodny,uwłaczający
indecision,niepewność,
indecisive,niezdecydowany,
indefinable,nieokreślony,
indefinite,przedimek,
indefinitely,aż,
